Day,08:00,持續時間,09:00,持續時間,10:00,持續時間,11:00,持續時間,12:00,持續時間,13:00,持續時間,14:00,持續時間,15:00,持續時間,16:00,持續時間,17:00,持續時間,18:00,持續時間,19:00,持續時間,20:00,持續時間,21:00,持續時間,22:00,持續時間,23:00,持續時間,00:00,持續時間,01:00,持續時間,02:00,持續時間,03:00,持續時間,04:00,持續時間,05:00,持續時間,06:00,持續時間,07:00,持續時間
第355天,起床,32,刷牙,350,上廁所,350,吃飯,2300,休閒活動,2134,吃飯,2134,休閒活動,3523,休閒活動,2134,上廁所,350,休閒活動,600,休閒活動,2356,上廁所,350,吃飯,600,休閒活動,2356,休閒活動,600,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第356天,起床,31,刷牙,270,上廁所,270,吃飯,3600,休閒活動,2345,吃飯,2345,休閒活動,300,休閒活動,3600,上廁所,270,休閒活動,600,吃飯,2134,吃飯,270,吃飯,600,休閒活動,2134,休閒活動,600,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第357天,起床,40,刷牙,120,上廁所,120,吃飯,3638,休閒活動,2356,吃飯,2356,休閒活動,2700,休閒活動,3600,上廁所,120,休閒活動,3600,吃飯,3600,吃飯,120,吃飯,600,休閒活動,3600,休閒活動,3600,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第358天,起床,60,刷牙,135,上廁所,135,吃飯,3655,休閒活動,3523,吃飯,3523,休閒活動,3555,休閒活動,600,上廁所,135,休閒活動,3600,休閒活動,3600,上廁所,135,吃飯,600,休閒活動,3600,休閒活動,3600,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第359天,起床,30,刷牙,120,上廁所,120,吃飯,3487,吃飯,300,吃飯,300,休閒活動,2356,吃飯,3600,吃飯,120,吃飯,2134,休閒活動,2134,上廁所,120,吃飯,600,休閒活動,2134,休閒活動,2134,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第360天,起床,36,刷牙,200,上廁所,200,吃飯,2657,吃飯,2700,吃飯,2700,休閒活動,2134,吃飯,3600,吃飯,200,吃飯,3600,休閒活動,3600,上廁所,200,吃飯,600,休閒活動,3600,休閒活動,3600,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第361天,起床,38,刷牙,900,上廁所,900,吃飯,3655,休閒活動,3555,吃飯,3555,休閒活動,3600,休閒活動,600,上廁所,900,休閒活動,3600,吃飯,3600,吃飯,900,吃飯,600,休閒活動,3600,休閒活動,3600,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第362天,起床,50,刷牙,350,上廁所,350,吃飯,2467,休閒活動,2356,吃飯,2356,休閒活動,3600,休閒活動,600,上廁所,350,休閒活動,3600,吃飯,3600,吃飯,350,吃飯,600,休閒活動,3600,休閒活動,3600,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第363天,起床,65,刷牙,270,上廁所,270,吃飯,2300,休閒活動,2134,吃飯,2700,休閒活動,2134,休閒活動,600,上廁所,270,休閒活動,600,休閒活動,600,上廁所,270,吃飯,600,休閒活動,600,休閒活動,600,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第364天,起床,67,刷牙,600,上廁所,600,吃飯,3638,吃飯,3600,吃飯,3555,休閒活動,2700,吃飯,3600,吃飯,2700,吃飯,120,休閒活動,3600,上廁所,135,吃飯,600,休閒活動,3600,休閒活動,120,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第365天,起床,50,刷牙,270,上廁所,350,吃飯,3655,吃飯,2700,吃飯,2700,休閒活動,3600,吃飯,2700,吃飯,600,吃飯,135,休閒活動,2134,上廁所,135,吃飯,600,休閒活動,2134,休閒活動,135,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
